,turns,winner,increment_code,white_rating,black_rating,opening_name
1072,43,white,30+0,1111,1275,Queen's Pawn
1073,97,white,10+0,1667,1250,Queen's Gambit Accepted: Old Variation
1074,40,black,10+0,1252,1770,King's Pawn Game
1075,57,white,10+0,1689,1254,Queen's Pawn
1076,35,white,10+0,2033,1256,Van't Kruijs Opening
1077,46,black,10+0,1525,1232,Philidor Defense
1078,60,black,10+0,1235,1592,Modern Defense
1079,35,white,10+0,1709,1291,Owen Defense
1080,31,white,10+0,1755,1293,Queen's Gambit Declined
1081,64,black,10+0,1296,1702,Sicilian Defense
1082,45,white,10+0,1680,1299,Bishop's Opening
1083,31,white,10+0,1809,1314,Italian Game
1084,30,black,30+1,1324,1599,Philidor Defense
1085,34,black,30+1,1289,1321,Van't Kruijs Opening
1086,81,white,10+0,1297,1532,Scandinavian Defense
1087,84,black,10+0,1300,1749,Pirc Defense #4
1088,30,black,30+1,1453,1261,Queen's Pawn
1089,98,black,30+1,1453,1222,Queen's Pawn
1090,70,black,30+1,1338,1200,Philidor Defense
1091,74,black,10+0,1213,1519,Sicilian Defense
1092,53,white,10+0,1833,1214,Queen's Pawn
1093,88,black,10+0,1188,1605,Hungarian Opening
1094,68,black,10+0,1374,1553,Queen's Pawn
1095,56,black,10+0,1669,1481,Horwitz Defense
1096,46,black,10+0,1453,1412,Queen's Gambit Refused: Marshall Defense
1097,66,black,10+0,1235,1375,Modern Defense
1098,19,white,10+0,1306,1546,Scandinavian Defense: Mieses-Kotroc Variation
1099,21,white,10+0,1258,1673,French Defense
1100,27,white,10+0,1113,1122,Philidor Defense
1101,59,white,10+60,1102,1810,Van't Kruijs Opening
1102,106,black,10+0,1098,1249,Van't Kruijs Opening
1103,79,white,10+0,1241,1112,French Defense
1104,124,black,10+0,1130,1210,Van't Kruijs Opening
1105,60,black,10+0,1169,1104,French Defense
1106,88,black,10+0,1114,1384,Van't Kruijs Opening
1107,39,white,10+0,1636,1116,French Defense
1108,53,white,10+0,1825,1074,French Defense
1109,28,black,10+0,1074,2151,Van't Kruijs Opening
1110,61,white,6+8,1429,1416,Indian Game
1111,64,black,5+10,1425,1447,Italian Game
1112,127,black,20+0,1451,1414,Sicilian Defense
1113,43,black,20+0,1436,1389,Scandinavian Defense: Mieses-Kotroc Variation
1114,51,black,10+25,1472,1498,Caro-Kann Defense
1115,93,black,20+15,1459,1461,Sicilian Defense
1116,89,white,8+0,1456,1472,Sicilian Defense
1117,43,white,9+3,1441,1462,Italian Game
1118,66,white,8+5,1451,1451,Sicilian Defense
1119,100,black,8+0,1461,1491,Italian Game
1120,51,white,12+8,1465,1472,Sicilian Defense
1121,36,black,15+2,1464,1415,Italian Game
1122,96,white,10+0,1471,1454,Sicilian Defense
1123,81,white,45+15,1417,1477,Sicilian Defense
1124,65,white,5+8,1474,1201,Philidor Defense
1125,21,white,5+5,1510,1483,Sicilian Defense
1126,42,black,10+0,1498,1768,Italian Game
1127,75,white,10+0,1435,1523,Sicilian Defense
1128,66,black,20+0,1536,1460,Philidor Defense
1129,113,draw,20+0,1561,1525,Italian Game
1130,42,draw,10+15,1456,1556,Sicilian Defense
1131,145,white,25+0,1546,1532,Philidor Defense
1132,78,black,15+2,1543,1536,Indian Game
1133,76,white,11+0,1477,1560,Van't Kruijs Opening
1134,78,black,8+0,1436,1568,Modern Defense
1135,59,white,5+5,1567,1108,Hungarian Opening
1136,89,white,9+0,1301,1587,Modern Defense
1137,103,white,8+8,1292,1622,Modern Defense
1138,163,white,6+5,1616,1404,Hungarian Opening
1139,19,white,9+9,1613,1279,Hungarian Opening
1140,53,white,5+8,1607,1403,Hungarian Opening
1141,71,white,5+5,1600,1421,Hungarian Opening
1142,88,black,10+0,1580,1763,Queen's Pawn
1143,64,black,5+5,1966,2214,Queen's Pawn
1144,67,black,7+4,2169,2221,Queen's Gambit Refused: Marshall Defense
1145,7,white,7+4,2173,2189,Scandinavian Defense: Mieses-Kotroc Variation
1146,122,black,7+4,2176,2027,Sicilian Defense
1147,87,black,7+4,2018,2167,Queen's Gambit Declined
1148,84,black,7+4,1989,2160,Queen's Gambit Refused: Marshall Defense
1149,33,white,7+4,2145,1631,Sicilian Defense
1150,48,black,7+4,1692,2143,Queen's Gambit Declined
1151,25,black,7+4,1690,2141,Scotch Game
1152,93,white,7+4,2129,2088,Sicilian Defense
1153,78,black,10+0,1852,1874,Queen's Pawn
1154,87,white,10+0,1828,1767,Horwitz Defense
1155,54,black,10+0,1863,1831,Queen's Pawn
1156,17,white,10+0,1846,1561,Queen's Pawn
1157,136,black,10+0,1565,1831,Sicilian Defense
1158,79,white,10+0,1814,1569,Queen's Pawn
1159,42,black,10+0,1741,1771,Queen's Pawn
1160,63,white,10+0,1712,1752,Queen's Pawn
1161,42,black,10+0,1581,1767,Sicilian Defense
1162,138,black,10+0,1410,1736,Sicilian Defense
1163,52,white,10+0,1688,1414,Horwitz Defense
1164,42,white,10+0,1732,1653,Queen's Gambit Declined
1165,64,black,10+0,1634,1715,Philidor Defense
1166,55,white,10+0,1727,1625,French Defense
1167,42,black,10+0,973,1173,Van't Kruijs Opening
1168,73,white,10+0,1272,986,Hungarian Opening
1169,93,white,10+0,979,1043,Owen Defense
1170,45,white,10+0,1053,1017,Bishop's Opening
1171,69,white,10+0,1261,1045,Van't Kruijs Opening
1172,27,white,10+0,1378,1071,Italian Game
1173,36,black,10+0,1092,1143,Van't Kruijs Opening
1174,59,white,10+0,1140,1117,French Defense
1175,56,black,10+0,1141,1168,Scandinavian Defense
1176,44,black,10+0,1136,1344,Scandinavian Defense: Mieses-Kotroc Variation
1177,39,white,10+0,1076,1343,Sicilian Defense
1178,61,white,10+0,1190,1052,King's Pawn Game
1179,38,black,10+0,1152,1218,Queen's Pawn
1180,43,draw,10+0,1500,1770,Philidor Defense
1181,104,black,10+0,1082,1480,Queen's Pawn
1182,44,black,10+0,1480,1488,Italian Game
1183,23,white,10+0,1480,1350,Italian Game
1184,14,black,10+0,1027,1480,Four Knights Game: Italian Variation
1185,40,black,10+0,1480,1490,Four Knights Game: Italian Variation
1186,71,white,10+0,1082,1480,Ruy Lopez: Steinitz Defense
1187,66,black,10+0,1314,1480,King's Pawn Game
1188,57,white,10+0,1480,1465,Four Knights Game: Italian Variation
1189,58,black,10+0,1480,1500,Scandinavian Defense: Mieses-Kotroc Variation
1190,154,black,10+0,1276,1480,King's Pawn Game
1191,109,draw,10+0,1475,1480,Scotch Game
1192,55,white,10+0,1480,1301,Four Knights Game: Italian Variation
1193,35,white,10+0,1500,1480,Queen's Pawn
1194,6,white,10+0,1480,1269,Three Knights Opening
1195,49,white,10+0,1480,944,Four Knights Game: Italian Variation
1196,29,white,15+0,1269,1136,Queen's Pawn
1197,25,white,15+5,1637,1205,Queen's Pawn
1198,15,white,7+2,1123,1256,Queen's Pawn
1199,35,white,15+0,1545,1500,Scotch Game
1200,63,white,7+12,1691,1500,Philidor Defense
1201,26,black,20+0,1500,1542,King's Pawn Game
1202,10,black,20+0,1500,1827,King's Pawn Game
1203,79,white,10+10,1837,1900,Queen's Pawn
1204,64,black,5+8,1935,1875,Philidor Defense
1205,141,white,8+0,1874,1876,Modern Defense
1206,68,black,10+0,1932,1951,Bishop's Opening
1207,92,black,10+0,1972,1919,Sicilian Defense
1208,126,black,10+0,1929,1955,Bishop's Opening
1209,54,black,8+0,1259,1704,French Defense
1210,153,white,7+2,2001,1740,Queen's Pawn
1211,126,black,7+2,1759,1532,Scandinavian Defense: Mieses-Kotroc Variation
1212,45,white,7+2,1853,1766,Philidor Defense
1213,68,draw,7+2,1775,1544,French Defense
1214,16,white,10+0,1489,1592,Queen's Pawn
1215,52,black,10+0,1602,1636,Queen's Gambit Declined
1216,51,white,10+0,1567,1494,Ruy Lopez: Steinitz Defense
1217,38,black,15+0,1600,1545,Giuoco Piano
1218,118,black,10+0,1531,1689,Queen's Gambit Accepted: Old Variation
1219,94,black,30+0,1545,1461,Ruy Lopez: Steinitz Defense
1220,116,black,10+0,1600,1521,Scandinavian Defense
1221,99,white,10+0,1532,1472,French Defense
1222,47,white,10+0,1632,1541,Giuoco Piano
1223,170,black,10+0,1551,1574,Italian Game
1224,87,white,10+0,1477,1590,Scandinavian Defense: Mieses-Kotroc Variation
1225,65,white,10+0,1939,1619,Scandinavian Defense: Mieses-Kotroc Variation
1226,102,black,10+0,1423,1614,Scandinavian Defense
1227,41,white,10+10,1838,1610,Queen's Gambit Accepted: Old Variation
1228,82,white,20+10,2067,1843,Queen's Pawn
1229,34,black,10+0,1805,1757,Queen's Pawn
1230,35,white,10+0,1803,1335,Queen's Gambit Refused: Marshall Defense
1231,41,white,10+0,1813,1874,Queen's Gambit Accepted: Old Variation
1232,127,white,10+0,1801,1854,Queen's Pawn
1233,86,draw,15+10,1804,1869,French Defense
1234,76,black,15+10,1846,1977,French Defense
1235,96,black,15+0,1693,1455,Queen's Gambit Refused: Marshall Defense
1236,102,black,15+0,1588,1674,Giuoco Piano
1237,134,black,15+0,1690,1540,Queen's Gambit Accepted: Old Variation
1238,119,white,15+0,1718,1205,Queen's Gambit Accepted: Old Variation
1239,18,black,15+0,1652,1708,Scotch Game
1240,109,black,10+0,1525,1494,Scotch Game
1241,65,white,10+0,1514,1108,Scotch Game
1242,13,black,10+0,1538,1452,Scotch Game
1243,66,black,10+0,1541,1900,Scotch Game
1244,79,white,10+0,1708,1548,Pirc Defense #4
1245,8,black,10+0,1732,1733,Owen Defense
1246,33,white,10+0,1558,1551,Scandinavian Defense: Mieses-Kotroc Variation
1247,119,white,10+0,1532,1546,Owen Defense
1248,50,black,10+0,1377,1520,Scandinavian Defense
1249,11,white,5+20,1500,1134,Indian Game
1250,16,black,10+4,1278,1711,Queen's Gambit Refused: Marshall Defense
1251,58,black,10+4,1278,1500,Scandinavian Defense
1252,41,white,10+4,1500,1278,Queen's Pawn
1253,16,black,10+4,1278,1500,Scandinavian Defense
1254,10,black,10+5,1278,1500,Bishop's Opening
1255,6,black,10+5,1278,1500,Bishop's Opening
1256,7,white,15+0,1620,1278,Bishop's Opening
1257,70,black,5+10,1278,1611,Sicilian Defense
1258,41,white,10+5,1477,1364,Sicilian Defense
1259,57,white,25+2,1423,1400,Owen Defense
1260,73,white,15+10,1530,1400,Owen Defense
1261,27,white,15+10,1619,1400,Modern Defense
1262,16,white,25+0,1741,1400,Owen Defense
1263,106,draw,5+8,1766,1400,Owen Defense
1264,18,black,15+0,1352,1400,Owen Defense
1265,25,black,15+15,1171,1400,Owen Defense
1266,59,white,10+0,1318,1400,Owen Defense
1267,15,white,20+0,1371,1400,Owen Defense
1268,38,black,20+0,1675,1400,Owen Defense
1269,18,black,10+0,1515,1400,Owen Defense
1270,58,black,5+8,1366,1400,Owen Defense
1271,31,black,5+5,1589,1400,Owen Defense
1272,65,white,15+10,1566,1400,Van't Kruijs Opening
1273,40,black,15+10,1356,1400,Owen Defense
1274,56,black,15+10,1500,1400,Owen Defense
1275,50,black,10+10,1532,1503,Queen's Pawn
1276,42,black,16+2,1470,1528,Giuoco Piano
1277,15,white,16+2,1477,1541,Ruy Lopez: Steinitz Defense
1278,48,black,16+2,1556,1420,Scandinavian Defense: Mieses-Kotroc Variation
1279,15,white,16+2,1552,1314,French Defense
1280,44,black,20+5,1514,1524,King's Pawn Game
1281,52,black,10+0,1552,1512,Three Knights Opening
1282,40,black,10+0,1499,1501,English Opening: King's English Variation
1283,138,black,20+0,1394,1475,Giuoco Piano
1284,23,black,20+0,1491,1283,Philidor Defense
1285,34,black,15+0,1482,1504,Philidor Defense
1286,46,black,10+0,1507,1494,French Defense
1287,35,white,10+0,1496,1489,Scandinavian Defense: Mieses-Kotroc Variation
1288,23,white,10+0,1475,1465,French Defense
1289,46,black,15+10,1799,2193,French Defense
1290,51,white,10+3,2105,2047,French Defense
1291,28,black,12+13,1281,1500,Van't Kruijs Opening
1292,60,black,10+3,1653,1742,Queen's Pawn
1293,112,black,8+8,1679,1652,Sicilian Defense
1294,171,white,10+5,1641,1643,Queen's Pawn
1295,65,white,15+0,1629,1699,Queen's Pawn
1296,29,black,45+0,1768,2126,Queen's Gambit Declined
1297,51,white,10+30,1500,1319,Philidor Defense
1298,71,white,25+0,1642,1055,Pirc Defense #4
1299,9,white,15+0,1251,1086,Caro-Kann Defense
1300,31,black,60+3,1091,1645,Van't Kruijs Opening
1301,54,black,10+0,1183,1248,Van't Kruijs Opening
1302,69,white,10+0,1236,1285,Pirc Defense #4
1303,83,white,10+0,1662,1315,Modern Defense
1304,96,black,10+5,1549,1425,Three Knights Opening
1305,60,black,10+0,1488,1478,Ruy Lopez: Steinitz Defense
1306,23,white,10+0,1825,1463,Scotch Game
1307,94,white,10+0,1393,1404,Philidor Defense
1308,83,white,10+0,1298,1398,Ruy Lopez: Steinitz Defense
1309,133,white,10+0,1423,1418,Ruy Lopez: Steinitz Defense
1310,46,black,10+0,1333,1361,Philidor Defense
1311,27,white,20+6,1525,1501,Sicilian Defense
1312,61,white,13+10,1493,1439,Sicilian Defense
1313,123,white,10+0,1685,1499,King's Pawn Game
1314,99,white,10+0,1862,1502,Scandinavian Defense: Mieses-Kotroc Variation
1315,45,white,10+0,1482,1648,Italian Game
1316,44,black,20+7,1497,1820,English Opening: King's English Variation
1317,23,white,25+0,1480,1637,Italian Game
1318,53,white,1+30,1492,1487,Queen's Pawn
1319,43,white,10+0,1540,1569,Scandinavian Defense: Mieses-Kotroc Variation
1320,56,black,10+0,1587,1573,Owen Defense
1321,48,black,10+0,1299,1583,Queen's Pawn
1322,56,black,10+0,1507,1573,Queen's Gambit Accepted: Old Variation
1323,83,white,10+0,1560,1661,Sicilian Defense
1324,76,black,10+0,1253,1556,Van't Kruijs Opening
1325,43,white,10+0,1354,1557,Scandinavian Defense: Mieses-Kotroc Variation
1326,48,white,10+0,1548,1334,Owen Defense
1327,42,black,10+0,1572,1544,Scandinavian Defense: Mieses-Kotroc Variation
1328,69,white,16+0,1421,1347,Queen's Gambit Refused: Marshall Defense
1329,25,white,60+0,1563,1352,Indian Game
1330,51,white,20+0,1336,1468,Four Knights Game: Italian Variation
1331,60,black,10+5,1349,1497,Scotch Game
1332,69,white,15+0,1468,1358,Philidor Defense
1333,44,black,15+5,1360,1764,Scotch Game
1334,69,white,8+8,1615,1332,Queen's Gambit Refused: Marshall Defense
1335,48,black,30+0,1351,1532,Philidor Defense
1336,30,black,15+5,1353,1485,French Defense
1337,46,black,4+8,1342,1546,Scotch Game
1338,12,black,10+5,1372,1461,Owen Defense
1339,56,black,10+3,1375,1679,French Defense
1340,30,black,25+5,1392,1488,Scotch Game
1341,53,white,25+5,1479,1400,King's Pawn Game
1342,30,black,40+0,1399,1483,Italian Game
1343,61,white,10+8,1564,1399,Hungarian Opening
1344,30,black,10+2,1376,1444,French Defense
1345,11,white,10+0,1429,1404,French Defense
1346,22,black,10+5,1431,1376,Caro-Kann Defense
1347,59,white,3+8,2285,2173,English Opening: King's English Variation
1348,16,white,10+0,1514,1378,Queen's Pawn
1349,48,black,10+0,1311,1368,Queen's Pawn
1350,88,black,10+0,1369,2070,Queen's Pawn
1351,61,white,10+0,1344,1961,Scotch Game
1352,70,black,10+0,1880,1320,Scandinavian Defense: Mieses-Kotroc Variation
1353,41,black,10+0,1359,1218,Italian Game
1354,106,black,10+0,1221,1226,King's Pawn Game
1355,29,black,10+0,1157,1211,King's Pawn Game
1356,19,white,10+0,1201,1180,Scotch Game
1357,61,black,10+0,1166,1061,Scandinavian Defense
1358,25,white,10+0,1197,1176,Ruy Lopez: Steinitz Defense
1359,47,white,10+0,1163,1214,Queen's Gambit Declined
1360,32,black,10+0,1152,1152,King's Pawn Game
1361,118,black,10+0,1154,1332,Caro-Kann Defense
1362,27,white,10+0,1322,1147,Sicilian Defense
1363,14,black,10+0,1153,1370,Bishop's Opening
1364,74,black,10+0,1064,1144,Van't Kruijs Opening
1365,8,black,30+0,1144,1500,Bishop's Opening
1366,120,black,10+0,1157,1092,King's Pawn Game
1367,55,white,10+0,1151,1202,Horwitz Defense
1368,85,white,10+0,1301,1143,Owen Defense
1369,67,black,10+0,1155,1292,Modern Defense
1370,74,black,5+10,1660,1838,Queen's Gambit Declined
1371,42,black,15+15,1473,1775,Van't Kruijs Opening
1372,20,black,15+15,1481,1730,Van't Kruijs Opening
1373,35,white,15+15,1697,1486,French Defense
1374,50,black,15+15,1492,1649,Van't Kruijs Opening
1375,25,white,15+15,1500,1524,Scandinavian Defense
1376,31,white,12+12,1492,1173,Scotch Game
1377,74,black,10+0,1208,1311,Three Knights Opening
1378,13,white,15+0,1175,1142,King's Pawn Game
1379,52,black,20+0,1175,1673,King's Pawn Game
1380,9,white,20+0,1175,1673,King's Pawn Game
1381,11,white,15+15,1473,1166,Bishop's Opening
1382,44,black,20+15,1155,1170,Bishop's Opening
1383,68,black,20+15,1097,1902,Caro-Kann Defense
1384,16,black,30+0,1107,1631,King's Pawn Game
1385,49,white,30+0,1273,1129,Van't Kruijs Opening
1386,94,black,30+0,1155,1265,French Defense
1387,22,black,10+10,1158,1766,King's Pawn Game
1388,16,draw,15+10,1551,1703,Sicilian Defense
1389,46,white,15+10,1682,1703,Sicilian Defense
1390,33,white,15+10,1722,1745,Ruy Lopez: Steinitz Defense
1391,99,black,15+10,1722,1735,Philidor Defense
1392,96,draw,15+10,1727,1586,Queen's Gambit Accepted: Old Variation
1393,63,white,15+10,1670,1744,Sicilian Defense
1394,54,black,15+10,1744,1924,Queen's Gambit Refused: Marshall Defense
1395,28,black,15+10,1632,1727,Sicilian Defense
1396,109,white,15+10,1715,1788,Queen's Gambit Refused: Marshall Defense
1397,11,white,15+10,1714,1658,Queen's Gambit Refused: Marshall Defense
1398,32,black,15+10,1714,1709,Queen's Gambit Refused: Marshall Defense
1399,52,black,15+10,1800,1714,Sicilian Defense
1400,61,white,15+10,1651,1737,Sicilian Defense
1401,40,black,10+10,1559,1767,Italian Game
1402,59,white,5+8,1664,1568,Sicilian Defense
1403,85,white,15+0,1567,1632,Caro-Kann Defense
1404,48,black,15+0,1646,1553,Sicilian Defense
1405,51,white,10+3,1859,1541,Sicilian Defense
1406,37,white,5+8,1370,1558,Sicilian Defense
1407,56,black,15+15,1565,1712,Scandinavian Defense: Mieses-Kotroc Variation
1408,37,white,12+0,1701,1575,Sicilian Defense
1409,81,white,20+0,1556,1676,Italian Game
1410,70,black,5+5,1597,1543,Scotch Game
1411,15,white,5+5,1529,1610,Italian Game
1412,44,black,10+5,1549,1720,Philidor Defense
1413,63,white,10+0,1663,1565,Sicilian Defense
1414,59,white,8+0,1644,1574,Sicilian Defense
1415,87,draw,5+8,1573,1599,Owen Defense
1416,26,black,10+5,1559,1839,Van't Kruijs Opening
1417,119,white,10+0,1822,1562,Indian Game
1418,101,white,5+8,1805,1548,Sicilian Defense
1419,88,black,10+0,1500,1769,King's Pawn Game
1420,2,white,8+0,1500,1784,French Defense
1421,89,white,10+0,963,975,King's Pawn Game
1422,46,white,30+0,1306,1275,Caro-Kann Defense
1423,40,black,15+5,1272,1169,Caro-Kann Defense
1424,120,black,10+5,1265,1500,Philidor Defense
1425,53,white,10+10,1366,1402,Owen Defense
1426,153,black,5+8,1495,1283,French Defense
1427,2,black,5+30,1264,1507,Pirc Defense #4
1428,81,white,15+15,1554,1546,Horwitz Defense
1429,35,white,10+5,2188,2173,Horwitz Defense
1430,35,white,10+5,2221,2222,Horwitz Defense
1431,67,white,10+5,2218,2133,Horwitz Defense
1432,29,black,10+0,1368,1496,Queen's Pawn
1433,115,white,10+0,1488,1437,French Defense
1434,109,white,10+0,1470,1499,Philidor Defense
1435,86,black,10+0,1513,1384,Philidor Defense
1436,89,white,10+0,1523,1538,Sicilian Defense
1437,122,black,10+0,1550,1511,Philidor Defense
1438,33,white,15+1,1209,831,Queen's Pawn
1439,44,black,1+10,1255,1815,Horwitz Defense
1440,11,white,5+8,1718,1215,King's Pawn Game
1441,12,black,15+0,1421,1278,French Defense
1442,143,white,15+0,1391,1448,Philidor Defense
1443,13,white,15+0,1180,1358,Scotch Game
1444,61,white,15+0,1638,1408,Three Knights Opening
1445,52,black,15+0,1439,1493,Scandinavian Defense: Mieses-Kotroc Variation
1446,44,white,5+6,1447,1581,Sicilian Defense
1447,47,white,10+0,1498,1677,Scotch Game
1448,86,black,5+8,1624,1504,Philidor Defense
1449,33,white,10+0,1430,1492,Sicilian Defense
1450,23,black,5+5,1500,1401,Caro-Kann Defense
1451,16,black,10+0,1508,2016,Queen's Pawn
1452,93,white,5+7,1508,1403,Horwitz Defense
1453,37,white,10+6,1693,1500,Queen's Pawn
1454,60,black,10+6,1500,1693,Queen's Pawn
1455,2,black,10+0,1761,1579,Sicilian Defense
1456,77,white,10+0,1809,1700,Sicilian Defense
1457,42,black,10+0,1801,1686,Queen's Gambit Accepted: Old Variation
1458,137,draw,15+10,1712,1751,French Defense
1459,52,black,15+10,1764,1711,Queen's Gambit Accepted: Old Variation
1460,85,white,5+5,1737,1745,Ruy Lopez: Steinitz Defense
1461,38,black,8+0,1704,1852,Queen's Pawn
1462,84,black,8+0,1718,1587,Queen's Pawn
1463,53,white,7+8,1888,1744,Ruy Lopez: Steinitz Defense
1464,27,white,3+15,1852,1761,Giuoco Piano
1465,103,white,5+10,1734,1805,Giuoco Piano
1466,46,black,10+0,1696,1797,Ruy Lopez: Steinitz Defense
1467,79,black,1+30,1695,1789,Queen's Pawn
1468,50,black,10+10,1760,1782,Queen's Pawn
1469,29,white,5+15,1785,2054,French Defense
1470,21,white,2+15,1228,1292,King's Pawn Game
1471,43,white,10+15,1142,1066,Hungarian Opening
1472,40,black,15+5,1162,1242,Hungarian Opening
1473,78,white,15+0,1204,1187,Modern Defense
1474,29,white,6+3,1229,1215,Modern Defense
1475,12,black,5+30,1336,1190,Modern Defense
1476,47,white,15+0,1150,1223,Hungarian Opening
1477,40,white,20+10,1450,1150,Modern Defense
1478,91,white,180+0,1255,1108,Van't Kruijs Opening
1479,88,draw,180+0,1108,1255,Queen's Pawn
1480,32,black,180+0,1107,1352,King's Pawn Game
1481,25,white,10+0,1493,1517,Sicilian Defense
1482,90,black,10+0,1572,1484,Queen's Pawn
1483,37,white,10+0,1511,1502,Sicilian Defense
1484,52,black,10+0,1478,1503,Queen's Pawn
1485,31,white,10+0,1504,1509,Sicilian Defense
1486,132,black,10+0,1497,1491,Sicilian Defense
1487,42,black,10+0,1430,1482,Sicilian Defense
1488,37,white,10+0,1476,1432,English Opening: King's English Variation
1489,117,white,10+0,1501,1486,Sicilian Defense
1490,39,white,10+0,1480,1592,English Opening: King's English Variation
1491,104,black,10+0,1479,1462,English Opening: King's English Variation
1492,97,white,10+0,1476,1469,English Opening: King's English Variation
1493,33,white,10+0,1489,1478,Sicilian Defense
1494,21,white,10+0,1532,1475,Sicilian Defense
1495,26,white,10+0,1536,1471,Sicilian Defense
1496,61,white,10+0,1422,1469,Sicilian Defense
1497,5,white,20+0,1937,1407,Queen's Pawn
1498,53,white,15+10,1184,1269,Four Knights Game: Italian Variation
1499,26,black,10+0,1203,1140,Philidor Defense
1500,7,white,5+8,1329,1215,King's Pawn Game
1501,91,white,10+5,1616,1657,Owen Defense
1502,52,black,20+3,989,1658,King's Pawn Game
1503,3,white,10+10,989,1610,Scandinavian Defense
1504,20,black,15+0,1003,1246,King's Pawn Game
1505,7,white,5+5,958,1274,King's Pawn Game
1506,41,white,60+0,1500,963,Van't Kruijs Opening
1507,71,white,15+15,1172,996,Queen's Pawn
1508,33,white,15+15,1142,1061,Van't Kruijs Opening
1509,89,white,5+8,1471,1461,Sicilian Defense
1510,57,black,10+10,1440,1451,Sicilian Defense
1511,113,draw,10+10,1450,1468,French Defense
1512,99,draw,10+10,1454,1489,Three Knights Opening
1513,32,black,10+10,1508,1440,Sicilian Defense
1514,33,white,10+10,1425,1576,French Defense
1515,103,draw,10+10,1580,1420,Queen's Pawn
1516,111,draw,10+10,1418,1480,Owen Defense
1517,18,black,10+10,1545,1402,English Opening: King's English Variation
1518,99,white,10+10,1395,1367,Scotch Game
1519,38,white,15+15,1500,1423,Queen's Pawn
1520,112,black,15+0,1421,1754,Scotch Game
1521,37,white,15+15,1363,1447,Queen's Pawn
1522,115,white,45+0,1653,1453,Queen's Pawn
1523,53,white,20+30,1554,1479,Queen's Pawn
1524,63,white,20+30,1482,1537,Sicilian Defense
1525,77,draw,20+30,1467,1501,Philidor Defense
1526,68,black,30+0,1436,1434,Queen's Pawn
1527,80,black,20+30,1443,1471,Scotch Game
1528,36,black,10+0,1073,1135,Van't Kruijs Opening
1529,91,white,10+0,1551,1142,King's Pawn Game
1530,8,black,10+0,1157,2312,Sicilian Defense
1531,18,black,10+0,1164,1616,Bishop's Opening
1532,10,white,10+0,1805,1176,Horwitz Defense
1533,76,black,10+0,1209,1320,Bishop's Opening
1534,13,white,6+3,1002,1534,Bishop's Opening
1535,67,white,10+0,1511,1017,French Defense
1536,57,white,10+180,1264,1064,French Defense
1537,16,black,90+0,1073,1939,King's Pawn Game
1538,39,white,15+0,1793,1076,French Defense
1539,26,black,180+0,1500,1182,French Defense
1540,35,white,15+2,1347,1013,Horwitz Defense
1541,73,white,15+8,1334,1183,Queen's Pawn
1542,86,black,10+0,1079,1325,Scandinavian Defense
1543,11,white,15+0,1314,1099,Queen's Pawn
1544,2,black,5+6,1052,1304,Queen's Pawn
1545,12,black,10+5,1027,1084,Scandinavian Defense: Mieses-Kotroc Variation
1546,21,white,10+5,1125,1153,Scandinavian Defense
1547,2,white,10+5,1112,1283,Scandinavian Defense
1548,54,black,10+0,1141,1098,King's Pawn Game
1549,35,white,10+0,1080,1177,Scandinavian Defense
1550,20,black,10+0,1145,1174,Scandinavian Defense
1551,4,black,10+0,1141,1175,Scandinavian Defense
1552,44,black,10+0,1018,1142,Scandinavian Defense
1553,41,white,15+15,1703,1484,French Defense
1554,109,white,7+2,1785,1481,French Defense
1555,121,white,9+2,1093,1119,Philidor Defense
1556,20,black,15+0,1128,1347,Philidor Defense
1557,78,black,10+3,1146,1355,Scotch Game
1558,141,white,10+3,1228,1133,Queen's Pawn
1559,61,white,10+0,1705,1135,Italian Game
1560,19,white,10+0,1759,1163,Italian Game
1561,51,white,10+0,2023,1168,English Opening: King's English Variation
1562,115,white,7+2,1426,1178,French Defense
1563,38,draw,15+5,1420,1239,Italian Game
1564,31,white,20+10,1804,1284,Italian Game
1565,56,black,14+4,1406,1404,Sicilian Defense
1566,47,white,15+5,1231,1516,Scandinavian Defense: Mieses-Kotroc Variation
1567,77,white,30+5,1242,1162,Modern Defense
1568,94,black,10+0,1629,2001,Scandinavian Defense
1569,23,white,10+3,1582,1079,Italian Game
1570,114,black,5+5,1410,1582,Indian Game
1571,70,black,5+5,1500,1582,Indian Game
1572,62,black,5+5,1500,1582,King's Pawn Game
1573,60,black,5+5,1143,1591,French Defense
1574,9,white,17+3,918,996,Scotch Game
1575,39,white,20+1,1196,1162,Four Knights Game: Italian Variation
1576,66,black,10+1,1362,1157,Scandinavian Defense
1577,46,black,10+0,1555,1844,Scotch Game
1578,59,white,10+0,1681,1874,Horwitz Defense
1579,71,black,10+0,1573,1877,King's Pawn Game
1580,40,black,10+0,1836,1832,Queen's Pawn
1581,61,white,10+0,1826,1965,Queen's Gambit Declined
1582,28,black,10+0,1626,1820,French Defense
1583,61,white,10+0,1901,1827,French Defense
1584,83,white,10+0,1791,1803,French Defense
1585,69,white,10+0,2031,1807,Queen's Pawn
1586,77,white,10+0,2182,1809,French Defense
1587,65,white,10+0,2062,1814,Horwitz Defense
1588,76,black,10+0,1828,1697,Queen's Pawn
1589,62,black,10+0,1810,1817,Queen's Pawn
1590,75,white,10+0,1784,1871,English Opening: King's English Variation
1591,72,black,10+0,1461,1785,Queen's Pawn
