turns,winner,increment_code,white_rating,black_rating,opening_name
137,white,8+2,2262,2104,Horwitz Defense
43,white,8+2,2081,2243,Pirc Defense #4
63,white,20+0,2062,2140,French Defense: Knight Variation
54,black,10+15,1928,2051,French Defense #2
33,white,8+0,2105,2145,French Defense: Knight Variation
43,white,6+5,2343,2259,Horwitz Defense
15,white,6+8,1620,1651,Four Knights Game: Italian Variation
45,white,6+8,1618,1630,Three Knights Opening
4,black,10+0,1650,1895,Van't Kruijs Opening
38,black,30+0,1221,1783,Van't Kruijs Opening
45,white,5+10,1706,1208,Queen's Pawn
6,black,10+0,1500,2113,Sicilian Defense: Old Sicilian
65,white,5+10,2489,1500,Queen's Gambit Refused: Marshall Defense
20,black,18+0,1252,1498,Sicilian Defense: Bowdler Attack
47,white,18+0,1250,1475,Philidor Defense #3
109,white,15+30,1227,1191,Four Knights Game: Italian Variation
57,white,10+0,1210,1100,Scandinavian Defense: Mieses-Kotroc Variation
83,white,10+0,1034,1144,Sicilian Defense: Smith-Morra Gambit #2
32,draw,7+6,1154,1148,Bishop's Opening
108,black,10+9,1172,1137,Owen Defense
120,black,90+30,1184,1223,Sicilian Defense: Smith-Morra Gambit #2
85,white,90+30,1172,1329,Four Knights Game: Italian Variation
57,black,20+0,1424,1500,Italian Game: Anti-Fried Liver Defense
83,white,20+0,1424,1087,Scandinavian Defense: Mieses-Kotroc Variation
77,white,20+0,1424,1500,Philidor Defense #2
25,white,10+0,1500,1424,Three Knights Opening
116,draw,10+0,1424,1158,Bishop's Opening
53,white,10+0,1662,1424,Queen's Pawn Game: Chigorin Variation
39,white,10+0,1500,1424,Queen's Pawn Game: Zukertort Variation
69,white,10+0,1666,1424,Queen's Pawn Game #2
23,white,15+15,1414,1500,Owen Defense
78,black,10+0,1453,1414,Queen's Pawn Game: Mason Attack
104,black,15+5,1477,1414,King's Pawn Game: Wayward Queen Attack
21,white,10+0,1500,1414,Four Knights Game: Italian Variation
28,black,10+0,1414,1591,French Defense: Knight Variation
119,white,10+0,1787,1414,Three Knights Opening
16,black,15+0,1570,1414,Queen's Gambit Declined
42,black,10+0,1500,2026,Queen's Gambit Declined
111,white,9+2,2045,1768,Ruy Lopez: Steinitz Defense
64,white,5+5,2045,1500,Ruy Lopez: Steinitz Defense
116,black,15+0,2045,1500,Philidor Defense #2
66,black,10+0,2045,2062,French Defense: Exchange Variation
19,white,10+0,2045,1435,French Defense: Normal Variation
77,white,5+5,1500,1270,Scandinavian Defense: Mieses-Kotroc Variation
34,black,10+5,1500,1270,Scandinavian Defense
27,white,5+8,1500,1270,Scandinavian Defense: Mieses-Kotroc Variation
29,white,10+0,1270,1523,Sicilian Defense: Smith-Morra Gambit #2
41,white,5+6,1399,1270,Scandinavian Defense
24,black,5+8,1278,1568,Scandinavian Defense: Mieses-Kotroc Variation
87,white,5+8,1390,1286,Scandinavian Defense
48,black,5+8,1305,1462,King's Pawn Game: Leonardis Variation
36,black,3+15,1305,1396,Queen's Pawn Game
112,black,5+8,1483,1287,Scandinavian Defense: Mieses-Kotroc Variation
76,black,5+8,1500,1272,Queen's Pawn Game: Zukertort Variation
55,white,180+0,1808,1191,Van't Kruijs Opening
65,white,180+0,1808,1191,Van't Kruijs Opening
144,black,180+0,1808,1191,Scandinavian Defense
51,white,10+0,1808,1500,Scotch Game
36,black,10+0,1500,1808,Van't Kruijs Opening
28,white,15+0,1808,1500,Italian Game: Anti-Fried Liver Defense
72,black,10+0,1191,1808,Van't Kruijs Opening
59,white,15+0,1500,1808,French Defense: Knight Variation
45,white,15+0,1782,1417,Italian Game: Anti-Fried Liver Defense
34,black,15+0,1500,1758,Sicilian Defense
42,black,15+0,1805,1680,French Defense #2
55,white,15+0,1641,1959,Scandinavian Defense: Mieses-Kotroc Variation
43,white,15+0,1586,1654,French Defense: Normal Variation
38,black,15+0,1457,1567,Sicilian Defense
60,black,15+0,1567,1500,Sicilian Defense
37,white,20+0,1645,1567,Philidor Defense
10,black,10+3,1406,1655,Queen's Pawn Game: Chigorin Variation
27,white,10+5,1405,1227,Queen's Pawn Game #2
40,white,10+5,1652,1229,Scandinavian Defense: Mieses-Kotroc Variation
71,white,10+5,1222,1240,Caro-Kann Defense
101,white,10+5,1183,1413,Philidor Defense
2,black,10+5,1392,1183,Queen's Pawn Game
68,black,20+0,1500,1160,Owen Defense
49,white,10+0,1427,1165,Sicilian Defense: Bowdler Attack
93,white,15+10,1359,1177,Scandinavian Defense
23,black,10+5,1286,1160,Scandinavian Defense
104,draw,10+5,1160,1164,Scandinavian Defense
77,white,10+5,1451,1144,Modern Defense
36,white,10+5,1443,1152,Caro-Kann Defense
15,white,10+5,1328,1163,Queen's Pawn Game: Chigorin Variation
58,black,10+3,1154,1240,Caro-Kann Defense
28,white,10+3,1441,1158,Owen Defense
23,white,8+5,1342,1163,Modern Defense
53,white,8+5,1397,1183,Modern Defense
32,black,8+5,1214,1448,Van't Kruijs Opening
95,white,8+5,1443,1219,Modern Defense
93,white,15+0,2119,2076,Sicilian Defense: Old Sicilian
36,draw,15+0,1908,2076,Sicilian Defense: Smith-Morra Gambit #2
84,black,15+0,2106,2031,Queen's Pawn Game: Chigorin Variation
40,black,30+5,1904,2020,Sicilian Defense: Old Sicilian
74,black,10+0,1687,1557,Italian Game: Anti-Fried Liver Defense
51,white,10+0,1684,1394,Italian Game: Anti-Fried Liver Defense
53,black,10+0,1680,1799,Sicilian Defense: Old Sicilian
113,white,10+0,1748,1689,Sicilian Defense: Bowdler Attack
57,black,10+0,1700,1684,Four Knights Game: Italian Variation
65,white,10+0,1699,1812,French Defense: Exchange Variation
10,black,10+0,1651,1690,Sicilian Defense: Bowdler Attack
49,white,10+0,1680,1661,Scandinavian Defense: Mieses-Kotroc Variation
46,black,10+0,1573,1678,Sicilian Defense
64,black,10+0,1699,1706,Italian Game: Anti-Fried Liver Defense
36,black,10+0,1598,1703,Sicilian Defense: Bowdler Attack
113,white,10+0,1661,1653,Giuoco Piano
53,white,10+0,1640,1881,Queen's Gambit Declined
27,white,8+0,1328,1500,Three Knights Opening
46,black,10+0,1331,2043,French Defense: Knight Variation
60,black,10+0,1331,2209,Modern Defense
67,white,10+0,1709,1334,Sicilian Defense
50,white,15+0,1309,1347,Queen's Pawn Game: Mason Attack
24,black,10+0,1365,1751,Ruy Lopez: Steinitz Defense
8,black,10+0,1348,1756,Italian Game
38,black,10+15,1361,1430,Italian Game
45,white,10+15,1349,1346,Caro-Kann Defense
64,black,12+9,1117,1312,Van't Kruijs Opening
19,white,30+0,1584,1500,Three Knights Opening
94,black,10+2,1538,1564,French Defense: Normal Variation
112,black,10+0,1574,1678,Philidor Defense
41,black,15+15,1564,1761,Four Knights Game: Italian Variation
66,black,10+0,1606,1637,Scotch Game
106,black,8+0,1451,1585,Queen's Pawn Game: Mason Attack
78,black,10+0,1593,1654,Giuoco Piano
64,black,15+0,1576,1719,Sicilian Defense: Old Sicilian
94,black,10+0,1857,1852,French Defense: Exchange Variation
94,black,15+5,1868,1675,French Defense: Normal Variation
42,black,10+0,1319,2296,King's Pawn Game: Leonardis Variation
35,white,10+0,2296,1319,Bishop's Opening
48,black,10+0,1319,2294,Queen's Pawn Game #2
32,black,10+0,1319,2294,Indian Game
19,white,10+0,2294,1319,Scotch Game
41,white,15+0,1357,1016,Queen's Pawn Game: Chigorin Variation
8,white,20+0,1371,1016,Indian Game
54,black,5+8,1016,1766,Queen's Pawn Game: Chigorin Variation
46,black,30+9,1016,1119,Queen's Pawn Game: Chigorin Variation
48,black,15+0,1222,1400,Scandinavian Defense
41,white,20+5,1361,1293,Philidor Defense #2
26,black,5+8,1309,1770,French Defense #2
71,black,5+5,1415,1472,French Defense #2
25,black,30+0,1543,1517,Four Knights Game: Italian Variation
57,white,30+0,1517,1420,Queen's Gambit Declined
39,white,20+0,1547,1530,Queen's Pawn
78,black,20+0,1530,1516,Owen Defense
45,white,20+0,1530,1503,Queen's Gambit Declined
60,black,15+0,1543,1518,Van't Kruijs Opening
53,white,20+0,1436,1518,Sicilian Defense: Bowdler Attack
30,black,20+0,1518,1593,Modern Defense
70,black,10+0,1669,1502,Queen's Gambit Refused: Marshall Defense
53,white,10+0,1487,1685,Caro-Kann Defense
136,black,10+0,1401,1618,Van't Kruijs Opening
74,black,10+0,1632,1533,Three Knights Opening
95,white,10+0,1647,1531,Three Knights Opening
108,black,10+0,1539,1632,Philidor Defense #2
55,white,10+0,1594,1608,Queen's Gambit Declined
100,black,10+0,1589,1928,Sicilian Defense
10,black,10+0,1248,1568,Queen's Pawn Game: Chigorin Variation
59,white,10+0,1564,1318,Scandinavian Defense: Mieses-Kotroc Variation
92,black,10+0,1582,1590,Philidor Defense #2
210,black,10+0,1600,1571,Philidor Defense #2
120,black,10+0,1584,1543,Philidor Defense #2
63,draw,20+0,1546,1522,Philidor Defense #2
71,white,10+0,1575,1566,Sicilian Defense
116,black,20+0,1562,1554,Philidor Defense #2
2,white,30+20,2430,1566,Caro-Kann Defense
72,black,10+0,1538,1556,Hungarian Opening
82,black,30+10,2181,2153,Sicilian Defense
89,white,30+10,2098,1897,Queen's Pawn Game: Mason Attack
132,draw,15+5,2109,1913,Horwitz Defense
77,white,20+5,2175,2231,Indian Game
82,black,10+0,2250,2091,Queen's Gambit Declined
48,black,15+0,1568,1987,Queen's Pawn Game
31,black,10+0,1987,1500,Sicilian Defense: Bowdler Attack
56,white,15+20,1519,1987,Queen's Pawn Game #2
54,white,10+0,1559,1987,Queen's Pawn Game: Chigorin Variation
29,white,10+0,1707,1858,Three Knights Opening
124,black,8+0,1404,1637,King's Pawn Game: Wayward Queen Attack
30,white,10+0,1404,1312,King's Pawn Game: Wayward Queen Attack
22,black,10+0,1312,1404,Scotch Game
43,white,10+0,1643,1355,Sicilian Defense: Bowdler Attack
21,white,10+0,1368,1512,Italian Game: Anti-Fried Liver Defense
119,draw,10+10,1852,1836,Sicilian Defense: Old Sicilian
41,black,10+5,1847,1835,Horwitz Defense
77,white,15+15,1838,1798,Queen's Pawn Game: Mason Attack
45,white,6+8,1793,1768,Queen's Pawn Game: Mason Attack
57,white,15+0,1751,1805,Sicilian Defense: Bowdler Attack
66,black,8+8,1814,1878,Indian Game
86,black,10+0,1853,1778,Horwitz Defense
107,white,10+0,1874,1863,Queen's Pawn Game: Zukertort Variation
36,black,10+0,1575,1869,Sicilian Defense: Old Sicilian
117,white,10+0,1839,1743,Indian Game
84,black,10+0,1857,1565,Horwitz Defense
63,black,10+0,1868,1874,Queen's Pawn Game: Mason Attack
96,black,10+0,1879,1844,Queen's Pawn
71,white,10+0,1609,1880,Sicilian Defense: Old Sicilian
60,black,10+0,1893,1830,Horwitz Defense
63,white,10+0,1962,1901,Sicilian Defense
40,white,15+15,1708,1918,Sicilian Defense
47,white,10+0,1907,1906,Indian Game
50,draw,10+0,1979,1905,Queen's Pawn Game: Zukertort Variation
40,black,10+0,1916,1907,Indian Game
53,white,10+0,1904,1938,Modern Defense
41,white,10+0,1964,1913,Sicilian Defense: Bowdler Attack
131,white,10+0,1904,1862,Queen's Pawn Game: Mason Attack
48,black,10+0,1908,1832,Queen's Pawn Game: Mason Attack
31,white,10+0,1881,1857,Horwitz Defense
61,white,10+0,1862,1825,Horwitz Defense
34,black,10+0,1874,1837,Queen's Pawn Game: Mason Attack
31,white,15+5,1739,1319,Caro-Kann Defense
4,white,25+0,1589,1739,Sicilian Defense
57,white,15+5,1739,1500,Owen Defense
79,black,10+2,1342,1449,Philidor Defense #3
31,white,10+2,1605,1342,Sicilian Defense
49,white,10+5,1629,1047,Queen's Gambit Declined
105,white,10+0,1617,1575,Queen's Gambit Refused: Marshall Defense
73,white,15+0,1500,1453,Sicilian Defense: Bowdler Attack
90,black,15+0,1133,1461,Sicilian Defense: Bowdler Attack
70,black,15+0,1303,1471,Sicilian Defense: Smith-Morra Gambit #2
40,white,8+0,1385,1470,Sicilian Defense
43,white,10+0,1343,1470,Indian Game
36,black,11+4,1524,1414,Queen's Pawn Game: Zukertort Variation
60,black,10+9,1525,1574,Queen's Pawn Game: Zukertort Variation
23,white,5+8,1533,1525,Horwitz Defense
78,black,5+8,1525,1533,Queen's Pawn Game: Zukertort Variation
33,white,8+0,1500,1547,Pirc Defense #4
57,white,5+5,1553,1485,Philidor Defense #2
50,black,8+0,1500,1553,Caro-Kann Defense
77,white,10+10,1514,1571,Caro-Kann Defense
59,white,5+8,1610,1571,Caro-Kann Defense
73,white,8+8,1418,1571,Queen's Pawn
81,white,15+8,1430,1581,Caro-Kann Defense
36,draw,11+0,1501,1255,French Defense: Exchange Variation
16,black,11+0,1269,1625,Scandinavian Defense
48,black,8+0,1312,1448,Italian Game: Anti-Fried Liver Defense
13,white,8+0,1173,1336,Modern Defense
20,white,9+0,1391,1202,Sicilian Defense
9,white,9+0,1443,1291,Van't Kruijs Opening
84,draw,16+0,1433,1315,Italian Game
111,white,60+0,1803,1500,Sicilian Defense: Bowdler Attack
29,white,20+0,1491,1377,Italian Game: Anti-Fried Liver Defense
121,white,7+5,1483,1213,Caro-Kann Defense
43,white,10+5,1618,1652,Four Knights Game: Italian Variation
40,black,10+10,1500,1652,Hungarian Opening
26,draw,10+10,1652,1120,Indian Game
26,black,5+10,1450,1652,Indian Game
58,black,7+2,1657,1927,Giuoco Piano
50,black,10+5,1565,1659,Pirc Defense #4
14,black,5+5,1670,1881,Ruy Lopez: Steinitz Defense
73,black,7+2,1670,1543,Ruy Lopez: Steinitz Defense
44,black,7+2,1670,1966,Queen's Gambit Accepted: Old Variation
72,black,15+15,1673,1717,Queen's Gambit Declined
60,black,10+0,1723,1642,Owen Defense
78,black,15+0,2144,2001,Queen's Gambit Declined
126,black,2+15,1437,1370,Philidor Defense #2
41,black,60+5,1806,1786,Queen's Gambit Declined
37,white,10+2,1782,1884,Horwitz Defense
99,white,11+11,1881,1810,French Defense: Exchange Variation
82,black,5+5,1832,1873,Modern Defense
70,black,15+10,1841,1908,Modern Defense
48,black,10+0,1658,1835,French Defense: Knight Variation
125,white,7+2,1756,1835,French Defense: Knight Variation
44,black,10+0,1862,1823,Queen's Gambit Accepted: Old Variation
40,black,6+4,1748,1853,Queen's Pawn Game: Chigorin Variation
100,white,5+5,1782,1864,French Defense #2
37,white,5+5,2048,1875,French Defense #2
118,black,12+10,1838,1846,Queen's Pawn Game: Mason Attack
65,white,2+10,1831,2048,Modern Defense
90,black,13+5,1784,1834,Queen's Pawn Game: Mason Attack
153,white,15+0,1817,1911,Queen's Pawn
59,white,8+0,1850,1812,French Defense: Knight Variation
25,white,10+0,1845,1189,Modern Defense
61,white,20+8,1478,1295,Philidor Defense #2
122,black,15+10,1303,1284,Philidor Defense
56,black,15+0,1303,1307,Modern Defense
144,black,20+0,1327,1388,Queen's Pawn Game #2
43,white,20+4,1500,1332,Philidor Defense #3
33,white,10+5,1391,1342,Philidor Defense #3
69,white,5+5,1338,1322,Queen's Pawn Game #2
95,white,25+0,1374,1347,Philidor Defense #2
47,white,15+1,1336,1337,Queen's Pawn Game #2
115,draw,5+5,1437,1333,Philidor Defense
14,black,15+0,1422,1336,Bishop's Opening
46,black,8+0,1478,1319,Philidor Defense #2
35,white,10+2,1308,1330,Philidor Defense #2
90,black,12+5,1351,1459,Queen's Pawn Game #2
44,black,15+0,1443,1337,Philidor Defense #2
67,draw,5+8,1579,1331,Bishop's Opening
17,white,8+0,1445,1338,Philidor Defense #3
79,white,8+0,1426,1347,Queen's Pawn Game #2
108,black,8+0,1365,1409,Modern Defense
96,black,8+0,1267,1365,Philidor Defense #2
61,white,15+0,1347,1374,Philidor Defense #3
80,white,10+0,1346,1397,Scandinavian Defense: Mieses-Kotroc Variation
104,black,10+7,1408,1374,Horwitz Defense
64,black,8+0,1372,1398,Philidor Defense #2
40,black,8+0,1382,1388,Philidor Defense
94,black,15+0,1381,1377,Philidor Defense #2
82,black,40+1,1384,1658,Queen's Pawn Game #2
58,white,5+5,1688,1388,Philidor Defense #2
11,white,45+0,2048,1500,Pirc Defense #4
26,black,30+0,1500,2048,Indian Game
62,black,15+15,1645,1649,Caro-Kann Defense
34,black,15+5,1683,1640,Sicilian Defense
18,draw,15+15,1661,1661,Sicilian Defense
49,white,10+0,1647,1678,Sicilian Defense
61,white,10+0,1799,1684,Sicilian Defense
61,white,10+0,1500,1694,Sicilian Defense
54,black,10+0,1703,1735,English Opening: King's English Variation
41,white,15+0,1722,1773,English Opening: King's English Variation
56,black,15+1,1726,1789,English Opening: King's English Variation
76,black,10+10,1735,1753,English Opening: King's English Variation
60,black,10+10,1744,1748,English Opening: King's English Variation
42,black,10+10,1756,1737,English Opening: King's English Variation
93,white,9+12,1831,1765,Sicilian Defense: Smith-Morra Gambit #2
106,black,15+5,1796,1762,Queen's Pawn Game: Mason Attack
86,black,20+0,1769,1838,English Opening: King's English Variation
47,white,20+0,1746,1745,English Opening: King's English Variation
70,black,10+10,1804,1736,Queen's Pawn Game: Mason Attack
27,white,15+0,1254,1068,Pirc Defense #4
128,draw,5+5,2270,2451,Sicilian Defense: Old Sicilian
44,black,10+10,1750,2270,Indian Game
52,black,10+0,1974,2243,Sicilian Defense: Bowdler Attack
46,black,6+6,1500,1510,Queen's Pawn Game
49,white,6+6,1510,1500,King's Pawn Game: Wayward Queen Attack
52,black,6+6,1500,1683,Queen's Pawn Game
39,white,30+0,1370,1500,Philidor Defense
70,draw,30+0,1500,1370,King's Pawn Game: Leonardis Variation
88,black,180+0,1500,1370,Scandinavian Defense
44,black,4+6,1298,1695,Indian Game
46,black,4+6,1348,1573,Horwitz Defense
77,white,6+5,1338,1607,Four Knights Game: Italian Variation
72,black,10+0,1322,1557,Sicilian Defense
117,white,10+0,1527,1329,Van't Kruijs Opening
80,black,10+0,1341,1398,Scandinavian Defense: Mieses-Kotroc Variation
62,black,10+0,1286,1328,King's Pawn Game: Leonardis Variation
102,black,10+0,1331,1695,Philidor Defense #3
46,black,10+0,1353,1661,Caro-Kann Defense
85,white,10+0,1645,1353,Scotch Game
54,black,10+0,1356,1752,Four Knights Game: Italian Variation
57,white,10+0,1804,1358,Queen's Pawn Game #2
44,black,10+0,1359,2109,Caro-Kann Defense
113,white,10+0,1361,1373,King's Pawn Game: Wayward Queen Attack
66,black,10+0,1381,1731,French Defense: Knight Variation
2,black,10+0,1381,1651,Sicilian Defense
64,black,10+0,1389,1561,Caro-Kann Defense
37,white,10+0,1747,1392,Scotch Game
64,black,10+0,1422,1173,Modern Defense
74,black,7+2,1791,1867,Indian Game
40,black,7+2,1636,1784,Queen's Pawn Game: Chigorin Variation
45,white,8+2,1699,1798,Scandinavian Defense: Mieses-Kotroc Variation
108,black,8+2,1813,1683,Queen's Pawn Game: Mason Attack
41,white,10+0,1014,1287,Scandinavian Defense
17,white,10+8,1785,1132,Italian Game
22,black,5+7,1144,1601,Philidor Defense #2
43,white,10+0,1549,1536,English Opening: King's English Variation
174,black,15+8,1460,1514,Sicilian Defense: Bowdler Attack
3,white,10+2,1329,1547,Queen's Pawn
106,black,10+0,1525,1370,Scandinavian Defense
33,white,5+5,2621,1122,Scandinavian Defense: Mieses-Kotroc Variation
34,black,10+0,1405,1420,Queen's Pawn Game
46,white,30+20,1309,1420,King's Pawn Game: Leonardis Variation
13,white,7+5,1441,1442,Three Knights Opening
71,white,12+12,1420,1465,Sicilian Defense: Old Sicilian
51,white,5+8,1458,1478,Queen's Pawn Game
146,black,15+5,1456,1478,Sicilian Defense: Old Sicilian
156,black,15+0,1435,1456,Indian Game
53,white,10+1,1426,1456,Sicilian Defense: Bowdler Attack
35,black,8+5,1521,1443,Sicilian Defense: Old Sicilian
172,black,7+3,1372,1434,Philidor Defense
81,white,25+15,2156,1511,Queen's Pawn Game: Chigorin Variation
2,black,15+15,2156,2476,Queen's Pawn Game
76,black,20+15,1359,2156,Queen's Pawn Game: Mason Attack
76,black,8+0,1889,1999,French Defense: Exchange Variation
21,white,8+0,1903,1898,Owen Defense
104,black,5+8,1868,1884,Sicilian Defense
19,white,11+8,1543,1006,Pirc Defense #4
37,white,12+8,1488,1015,Hungarian Opening
77,white,10+0,1869,1254,Sicilian Defense: Smith-Morra Gambit #2
34,white,5+5,1483,1270,Sicilian Defense: Smith-Morra Gambit #2
77,white,5+6,1689,1703,Sicilian Defense
50,black,10+0,1689,1748,French Defense: Knight Variation
72,white,10+0,1720,1500,French Defense: Normal Variation
105,white,8+8,1685,1666,Scandinavian Defense: Mieses-Kotroc Variation
119,white,15+0,1714,1479,Pirc Defense #4
63,white,10+0,1746,1403,French Defense #2
72,black,10+5,1482,1741,Scandinavian Defense: Mieses-Kotroc Variation
3,white,10+0,1775,1379,Modern Defense
116,black,10+0,1381,1772,Hungarian Opening
113,white,10+0,1769,1383,Modern Defense
64,black,10+0,1456,1765,Scandinavian Defense: Mieses-Kotroc Variation
71,white,5+5,1762,1361,Queen's Gambit Accepted: Old Variation
70,black,8+0,1387,1783,Queen's Pawn Game
116,black,10+6,1543,1772,Scandinavian Defense
24,draw,30+0,1500,1243,French Defense #2
54,black,30+0,1243,1500,Horwitz Defense
25,white,30+0,1500,1243,Indian Game
43,white,5+7,1805,1273,Philidor Defense #2
38,black,5+7,1277,1803,Horwitz Defense
113,white,5+7,1800,1282,Philidor Defense #2
33,white,5+5,1511,1309,King's Pawn Game: Wayward Queen Attack
27,white,5+60,1500,1500,Scandinavian Defense: Mieses-Kotroc Variation
30,white,20+0,2473,1500,Scandinavian Defense: Mieses-Kotroc Variation
27,white,20+0,2401,1500,Scandinavian Defense: Mieses-Kotroc Variation
47,white,15+3,2326,1500,Scandinavian Defense: Mieses-Kotroc Variation
73,white,10+0,1398,1265,Sicilian Defense
22,draw,10+0,1194,1255,Sicilian Defense: Bowdler Attack
43,white,10+0,1413,1263,Sicilian Defense: Smith-Morra Gambit #2
49,white,10+0,1771,1265,Sicilian Defense: Old Sicilian
56,black,10+0,1266,1556,Queen's Pawn Game
17,white,10+0,1552,1270,Sicilian Defense
7,white,10+0,1659,1268,Bishop's Opening
26,black,5+5,1268,1341,Queen's Pawn Game: Chigorin Variation
61,white,5+5,1329,1279,Queen's Gambit Declined
55,black,6+5,1299,1400,Queen's Pawn Game: Zukertort Variation
22,black,10+0,1963,1380,Owen Defense
3,white,10+13,1515,1412,Owen Defense
89,white,10+0,1746,1744,Three Knights Opening
143,white,10+0,1734,1738,Modern Defense
71,white,10+0,1708,1652,French Defense: Exchange Variation
64,black,10+0,1648,1698,King's Pawn Game: Leonardis Variation
98,draw,10+0,1698,1720,French Defense: Exchange Variation
127,white,10+0,1702,1421,Scandinavian Defense: Mieses-Kotroc Variation
55,white,10+0,1676,1661,Italian Game
164,black,10+0,1484,1663,King's Pawn Game: Leonardis Variation
42,black,10+0,1696,1695,French Defense: Knight Variation
65,white,20+0,1670,1352,Italian Game: Anti-Fried Liver Defense
188,black,10+0,1478,1668,Caro-Kann Defense
65,black,10+0,1390,1730,Hungarian Opening
63,white,8+0,1734,1383,Scandinavian Defense
51,black,30+0,1380,1654,Queen's Pawn Game #2
55,black,30+0,1364,1738,King's Pawn Game: Leonardis Variation
47,white,30+0,1738,1364,Queen's Gambit Refused: Marshall Defense
37,black,30+0,1364,1738,Sicilian Defense
40,black,25+0,1303,1654,Queen's Pawn Game
62,black,10+0,1110,1292,Van't Kruijs Opening
58,black,10+0,1220,1281,Sicilian Defense
36,black,5+10,1226,1287,Sicilian Defense
53,white,5+5,1273,1290,French Defense: Normal Variation
39,white,25+3,1230,1563,Scandinavian Defense
43,white,25+3,1445,1576,Queen's Pawn Game #2
64,black,25+3,1588,1574,Modern Defense
54,black,25+3,1619,1595,Horwitz Defense
36,white,20+3,1482,1648,French Defense: Knight Variation
49,white,20+3,1678,1658,French Defense: Knight Variation
43,black,20+3,1691,1682,Queen's Gambit Accepted: Old Variation
116,black,20+3,1554,1689,French Defense #2
11,white,20+3,1681,1571,Queen's Gambit Refused: Marshall Defense
53,white,20+3,1668,1697,Queen's Gambit Refused: Marshall Defense
52,black,20+3,1151,1666,French Defense #2
123,white,20+3,1700,1673,Queen's Gambit Accepted: Old Variation
60,black,20+3,1689,1648,French Defense #2
125,draw,20+3,1677,1639,Queen's Pawn Game
45,white,20+3,1631,1665,French Defense: Knight Variation
37,white,20+3,1659,1470,Horwitz Defense
33,white,20+3,1610,1672,French Defense: Knight Variation
80,black,20+3,1615,1636,Van't Kruijs Opening
41,white,10+0,1850,1904,Ruy Lopez: Steinitz Defense
76,black,10+0,1696,1854,French Defense: Knight Variation
7,white,10+0,1842,1703,Scandinavian Defense: Mieses-Kotroc Variation
119,white,10+0,1826,1772,Ruy Lopez: Steinitz Defense
95,white,10+0,1812,1691,Philidor Defense
143,white,15+0,1806,1823,French Defense: Exchange Variation
45,black,20+0,1298,1347,Caro-Kann Defense
15,white,10+5,1343,1061,Sicilian Defense: Smith-Morra Gambit #2
95,white,10+3,1195,1002,Four Knights Game: Italian Variation
116,black,10+3,1302,963,Van't Kruijs Opening
53,white,8+0,1174,955,Horwitz Defense
106,draw,20+0,1126,950,French Defense #2
23,white,10+0,1475,1177,Scotch Game
69,white,10+0,1308,1190,Scotch Game
35,white,10+0,1582,1199,Ruy Lopez: Steinitz Defense
75,white,10+0,1956,1574,Sicilian Defense: Old Sicilian
23,white,5+8,1500,1099,Queen's Pawn Game: Mason Attack
7,white,20+3,1322,1142,Four Knights Game: Italian Variation
70,black,11+10,2116,2197,Queen's Pawn Game: Zukertort Variation
65,white,15+15,2191,2041,French Defense: Exchange Variation
86,white,25+5,1354,1914,Van't Kruijs Opening
66,black,9+5,2021,1857,French Defense: Exchange Variation
37,white,13+0,1713,1848,Queen's Pawn Game: Zukertort Variation
48,black,14+0,1701,1662,French Defense: Knight Variation
23,white,14+0,1629,1713,Philidor Defense #3
23,white,5+20,1559,1577,Queen's Pawn Game #2
151,white,60+0,1788,1473,Horwitz Defense
42,black,7+35,1402,1682,Scotch Game
18,white,7+35,1677,1425,Italian Game
39,white,16+10,1231,1531,Sicilian Defense: Bowdler Attack
112,black,25+0,1678,1395,Caro-Kann Defense
18,black,5+8,1459,1499,King's Pawn Game: Leonardis Variation
101,white,5+8,1353,1406,Queen's Pawn Game
60,black,9+17,1340,1366,Queen's Pawn Game #2
42,black,10+10,1269,1162,Philidor Defense #2
58,black,10+10,1500,1258,Queen's Pawn Game #2
56,black,10+0,1560,1601,Philidor Defense #3
24,black,10+0,1570,1587,Scotch Game
53,white,10+0,1581,1581,Sicilian Defense: Smith-Morra Gambit #2
36,black,10+0,1590,1614,Giuoco Piano
47,white,10+0,1595,1539,Four Knights Game: Italian Variation
66,black,10+0,1504,1578,Sicilian Defense: Bowdler Attack
69,black,10+0,1589,1573,Scotch Game
89,white,10+0,1579,1565,Scandinavian Defense: Mieses-Kotroc Variation
46,black,10+0,1576,1683,Scandinavian Defense: Mieses-Kotroc Variation
42,black,10+0,1588,1554,Italian Game: Anti-Fried Liver Defense
58,black,10+0,1564,1578,Sicilian Defense: Bowdler Attack
56,black,10+0,1588,1595,Scotch Game
27,white,10+0,1515,1602,Queen's Pawn Game #2
21,white,10+0,1604,1613,Sicilian Defense: Old Sicilian
73,white,10+0,1614,1613,Sicilian Defense: Smith-Morra Gambit #2
62,black,10+0,1564,1621,Sicilian Defense
41,white,10+0,1617,1343,Philidor Defense #3
25,white,10+0,1611,1443,Scotch Game
56,black,10+0,1528,1603,Sicilian Defense: Old Sicilian
51,white,10+0,1738,1645,Queen's Pawn Game
61,white,10+0,1640,1436,Owen Defense
33,black,10+0,1365,1653,Queen's Pawn Game
49,white,10+0,1653,1684,Scotch Game
50,black,10+0,1641,1638,Scotch Game
57,white,10+0,1620,1632,Hungarian Opening
23,white,10+0,1623,1566,Philidor Defense #3
66,black,10+0,1634,1619,Scotch Game
